"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Arkansas"	"05"	"2015"	"2015"	"Oct., 2015"	"2015/10"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Jan., 2016"	"2016/01"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Apr., 2016"	"2016/04"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"May, 2016"	"2016/05"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Jun., 2016"	"2016/06"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Jul., 2016"	"2016/07"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Aug., 2016"	"2016/08"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Sep., 2016"	"2016/09"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Oct., 2016"	"2016/10"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Nov., 2016"	"2016/11"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2016"	"2016"	"Dec., 2016"	"2016/12"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Jan., 2017"	"2017/01"	19	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Feb., 2017"	"2017/02"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Mar., 2017"	"2017/03"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Apr., 2017"	"2017/04"	11	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"May, 2017"	"2017/05"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Jul., 2017"	"2017/07"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Aug., 2017"	"2017/08"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Oct., 2017"	"2017/10"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Nov., 2017"	"2017/11"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2017"	"2017"	"Dec., 2017"	"2017/12"	12	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jan., 2018"	"2018/01"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Feb., 2018"	"2018/02"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Mar., 2018"	"2018/03"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Apr., 2018"	"2018/04"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"May, 2018"	"2018/05"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jun., 2018"	"2018/06"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Jul., 2018"	"2018/07"	13	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Aug., 2018"	"2018/08"	17	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Sep., 2018"	"2018/09"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Oct., 2018"	"2018/10"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Nov., 2018"	"2018/11"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2018"	"2018"	"Dec., 2018"	"2018/12"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Jan., 2019"	"2019/01"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Feb., 2019"	"2019/02"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Mar., 2019"	"2019/03"	24	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Apr., 2019"	"2019/04"	14	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"May, 2019"	"2019/05"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Jun., 2019"	"2019/06"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Jul., 2019"	"2019/07"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Aug., 2019"	"2019/08"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Sep., 2019"	"2019/09"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Oct., 2019"	"2019/10"	18	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Nov., 2019"	"2019/11"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2019"	"2019"	"Dec., 2019"	"2019/12"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	10	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	21	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	23	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"May, 2020 "	"2020/05"	25	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	43	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	22	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	28	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	15	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	20	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	16	Not Applicable	Not Applicable
	"Arkansas"	"05"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	36	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Jan., 1999"	"1999/01"	136	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Feb., 1999"	"1999/02"	96	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Mar., 1999"	"1999/03"	92	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Apr., 1999"	"1999/04"	96	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"May, 1999"	"1999/05"	113	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Jun., 1999"	"1999/06"	121	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Jul., 1999"	"1999/07"	132	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Aug., 1999"	"1999/08"	144	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Sep., 1999"	"1999/09"	111	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Oct., 1999"	"1999/10"	114	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Nov., 1999"	"1999/11"	104	Not Applicable	Not Applicable
	"California"	"06"	"1999"	"1999"	"Dec., 1999"	"1999/12"	121	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Jan., 2000"	"2000/01"	113	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Feb., 2000"	"2000/02"	98	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Mar., 2000"	"2000/03"	84	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Apr., 2000"	"2000/04"	132	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"May, 2000"	"2000/05"	136	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Jun., 2000"	"2000/06"	155	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Jul., 2000"	"2000/07"	132	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Aug., 2000"	"2000/08"	154	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Sep., 2000"	"2000/09"	121	Not Applicable	Not Applicable
	"California"	"06"	"2000"	"2000"	"Oct., 2000"	"2000/10"	126	Not Applicable	Not Applicable
